key,value
5  6  3  9  1  8  7  0  4,0.    0.    0.    0.005
2  9  4  1  6  7  5  8  0,0.    0.005 0.    0.   
2  9  4  1  6  0  5  8  7,0.       0.009995 0.       0.      
2  9  0  1  6  4  5  8  7,-0.00099505  0.          0.009995    0.        
2  0  9  1  6  4  5  8  7, 0.          0.          0.01498995 -0.00099505
0  2  9  1  6  4  5  8  7, 0.009995    0.          0.         -0.00198416
1  2  9  0  6  4  5  8  7, 0.005      -0.00099505  0.          0.        
1  2  9  5  6  4  0  8  7, 0.     0.     0.    -0.001
1  2  9  5  6  4  8  0  7, 0.    -0.001  0.     0.   
1  2  9  5  0  4  8  6  7,0.    0.    0.    0.005
1  2  9  5  4  0  8  6  7,0.       0.009995 0.       0.      
1  2  0  5  4  9  8  6  7,-0.00099505  0.         -0.001       0.        
1  0  2  5  4  9  8  6  7,-0.001  0.     0.     0.   
1  4  2  5  0  9  8  6  7,0.009995 0.       0.       0.      
1  4  2  5  6  9  8  0  7, 0.         -0.00099505  0.          0.005     
1  4  2  5  6  9  8  7  0,0.    0.005 0.    0.   
1  4  2  5  6  0  8  7  9, 0.    -0.001  0.005  0.   
1  4  0  5  6  2  8  7  9, 0.005  0.    -0.001  0.   
1  0  4  5  6  2  8  7  9,0.    0.    0.    0.005
1  4  2  5  0  6  8  7  9,-0.001  0.     0.     0.   
1  4  2  5  7  6  8  0  9, 0.         0.         0.0299251 -0.001    
1  4  2  5  7  6  0  8  9, 0.         -0.00591097  0.         -0.00491596
1  4  2  0  7  6  5  8  9,0.02495005 0.         0.         0.005     
1  4  2  5  7  6  8  9  0,0.         0.         0.00501484 0.        
1  4  2  7  0  6  5  8  9,0.    0.005 0.    0.   
1  0  2  7  4  6  5  8  9, 0.          0.         -0.00199399  0.14784516
1  2  0  7  4  6  5  8  9,-0.02745557  0.         -0.02648417  0.        
1  2  6  7  4  0  5  8  9,-0.00396407  0.14298815 -0.00396407  0.        
1  2  6  7  0  4  5  8  9,0.        0.        0.        0.0202881
1  2  6  7  4  9  5  8  0,0.         0.02020103 0.         0.        
0  1  2  7  4  6  5  8  9,-0.001       0.          0.          0.01014722
7  1  2  0  4  6  5  8  9,0.    0.005 0.    0.   
5  1  3  7  9  4  6  8  0, 0.     0.    -0.001  0.   
5  1  3  7  9  4  6  0  8,0.    0.005 0.    0.   
5  1  3  7  0  4  6  9  8, 0.         -0.001      -0.00199405  0.06461143
5  1  3  0  7  4  6  9  8,0.         0.         0.         0.01001477
5  1  3  7  4  0  6  9  8,-0.0170985  -0.0134625  -0.01155094  0.        
5  1  0  7  4  3  6  9  8,0.06954682 0.         0.         0.        
5  1  3  7  4  8  6  9  0,0.         0.08432339 0.005      0.        
5  0  3  7  1  4  6  9  8,0.0050247 0.        0.        0.       
5  1  3  7  4  8  6  0  9,0.    0.    0.005 0.   
5  1  3  7  4  8  0  6  9,0.    0.005 0.    0.   
5  1  3  0  4  8  7  6  9,0.    0.    0.    0.005
5  1  3  4  0  8  7  6  9,0.         0.         0.         0.01997002
5  1  3  4  8  0  7  6  9,-0.001      -0.001      -0.00296734  0.        
5  1  0  4  8  3  7  6  9,0.005 0.    0.    0.   
5  1  3  4  8  9  7  6  0,0.    0.    0.005 0.   
5  1  3  4  8  9  7  0  6, 0.        0.009995 -0.001     0.      
5  1  3  4  0  9  7  8  6,-0.00099505  0.          0.         -0.001     
5  1  3  4  8  9  0  7  6,0.         0.         0.         0.00500495
5  1  3  4  9  0  7  8  6, 0.01498501 -0.001       0.          0.        
5  1  0  4  9  3  7  8  6,0.005 0.    0.    0.   
5  1  3  4  9  6  7  8  0, 0.         -0.00198416 -0.001       0.        
5  1  3  4  9  6  7  0  8, 0.     0.    -0.001  0.   
5  1  3  4  9  6  0  7  8, 0.    -0.001  0.     0.   
5  1  3  0  9  6  4  7  8,0.        0.0149949 0.        0.       
0  1  3  5  9  6  4  7  8,-0.00198416  0.          0.          0.01997002
1  0  3  5  9  6  4  7  8,-0.00298216  0.         -0.00296734 -0.00199405
1  9  3  5  0  6  4  7  8, 0.          0.009995    0.         -0.00199405
1  9  3  5  6  8  4  7  0, 0.        0.009995 -0.001     0.      
1  9  3  5  6  8  4  0  7, 0.    -0.001  0.     0.005
1  9  3  5  0  8  4  6  7,0.005 0.    0.    0.   
1  3  0  5  9  6  4  7  8,0.       0.       0.009995 0.      
1  6  9  5  2  3  4  7  0, 0.    -0.001 -0.001  0.   
1  6  9  5  2  0  4  7  3, 0.005  0.    -0.001  0.   
1  6  9  5  0  2  4  7  3,0.    0.    0.    0.005
1  6  9  5  2  3  4  0  7, 0.    -0.001  0.     0.   
1  6  9  5  0  3  4  2  7,0.    0.    0.005 0.   
1  6  9  0  5  3  4  2  7,0.009995 0.       0.       0.      
1  6  9  4  5  3  0  2  7, 0.         -0.00099505  0.         -0.001     
1  6  9  4  5  3  2  0  7, 0.    -0.001  0.     0.   
1  6  9  4  0  3  2  5  7,0.    0.005 0.    0.   
1  0  9  4  6  3  2  5  7, 0.     0.     0.    -0.001
1  9  0  4  6  3  2  5  7,0.009995 0.       0.       0.      
1  9  3  4  6  0  2  5  7,-0.001      -0.00099505  0.009995    0.        
1  9  3  4  6  7  2  5  0,0.    0.005 0.    0.   
1  9  3  4  0  6  2  5  7, 0.005       0.          0.         -0.00099505
1  9  3  4  5  6  2  0  7,0.       0.       0.       0.009995
1  9  3  4  5  6  2  7  0, 0.         -0.001      -0.00099505  0.        
1  9  3  4  5  0  2  7  6, 0.     0.    -0.001  0.   
1  9  3  4  0  5  2  7  6,-0.001       0.01997002 -0.001       0.        
1  9  3  0  4  5  2  7  6,0.    0.    0.    0.005
1  0  3  4  9  5  2  7  6,-0.0039446   0.         -0.00687543 -0.00199405
1  3  0  4  9  5  2  7  6,0.       0.       0.009995 0.      
0  1  3  4  9  5  2  7  6,0.         0.         0.         0.03489517
1  9  3  4  7  5  2  0  6, 0.          0.          0.03489517 -0.001     
1  9  3  4  7  5  0  2  6, 0.         -0.00199405  0.         -0.00588142
1  9  3  0  7  5  4  2  6, 0.005 -0.001  0.     0.005
0  9  3  1  7  5  4  2  6,0.005 0.    0.    0.   
1  9  3  4  7  5  2  6  0,0.         0.         0.00502963 0.        
1  9  3  7  0  5  4  2  6,0.009995 0.       0.       0.      
1  9  3  7  2  5  4  0  6, 0.         -0.00099505 -0.001      -0.001     
1  9  3  7  2  5  4  6  0,0.    0.    0.005 0.   
1  9  3  7  2  5  0  4  6,0.         0.02495005 0.         0.        
1  9  3  0  2  5  7  4  6,-0.0039446  -0.00591097  0.         -0.00494061
0  9  3  1  2  5  7  4  6, 0.02495005  0.          0.         -0.001     
1  9  3  2  0  5  7  4  6,0.005      0.         0.02495005 0.        
1  9  3  2  4  5  7  0  6, 0.         -0.00099505  0.          0.        
9  0  3  1  2  5  7  4  6,0.005 0.    0.    0.   
9  2  3  1  0  5  7  4  6,0.02495005 0.         0.         0.        
9  2  3  1  4  5  7  0  6, 0.         -0.0039446  -0.00199405 -0.001     
9  2  3  1  4  5  7  6  0,0.    0.    0.005 0.   
9  2  3  1  4  5  0  7  6, 0.       -0.001     0.        0.009995
9  2  3  0  4  5  1  7  6,0.005 0.005 0.    0.   
0  2  3  9  4  5  1  7  6, 0.     0.     0.    -0.001
2  0  3  9  4  5  1  7  6,-0.001  0.     0.     0.   
2  4  3  9  0  5  1  7  6,0.    0.    0.    0.005
2  4  3  9  5  0  1  7  6, 0.01498501 -0.001       0.          0.        
2  4  3  9  5  6  1  7  0, 0.         -0.00198416 -0.00298216  0.        
2  4  3  9  5  6  1  0  7, 0.       -0.001     0.        0.009995
2  4  0  9  5  3  1  7  6,0.00500495 0.         0.         0.        
2  4  3  9  0  6  1  5  7,0.    0.005 0.    0.   
2  0  3  9  4  6  1  5  7, 0.          0.          0.01997002 -0.001     
2  3  0  9  4  6  1  5  7,-0.00199405  0.          0.005       0.        
2  3  6  9  4  0  1  5  7,0.       0.009995 0.       0.      
0  2  3  9  4  6  1  5  7,-0.001       0.          0.         -0.00296734
9  2  3  0  4  6  1  5  7,0.    0.    0.    0.005
9  2  3  4  0  6  1  5  7,0.005 0.    0.    0.   
9  2  3  4  5  6  1  0  7,0.         0.         0.         0.03986028
9  2  3  4  5  6  1  7  0, 0.         -0.00494061 -0.00684099  0.        
9  2  3  4  5  0  1  7  6, 0.01997002 -0.001      -0.00199405  0.        
9  2  3  4  0  5  1  7  6, 0.          0.         -0.00099505  0.005     
9  2  0  4  5  3  1  7  6, 0.00501977  0.         -0.001       0.        
9  0  2  4  5  3  1  7  6,0.    0.    0.    0.005
8  3  2  4  9  6  7  5  0, 0.         -0.0422003  -0.04000465  0.        
8  3  2  4  9  6  7  0  5, 0.          0.         -0.001       0.22490009
8  3  2  4  9  0  7  5  6, 0.23444552 -0.00199405  0.005       0.        
8  3  0  4  9  2  7  5  6,0.01016534 0.         0.         0.        
8  3  2  4  9  6  0  7  5, 0.         -0.001       0.          0.00507861
8  3  2  0  9  6  4  7  5,0.005 0.005 0.    0.   
0  3  2  8  9  6  4  7  5,-0.00099505  0.          0.         -0.001     
3  0  2  8  9  6  4  7  5,0.    0.    0.005 0.   
8  3  2  4  0  9  7  5  6, 0.08432339 -0.00198414  0.         -0.00161581
9  1  6  4  7  2  3  8  0, 0.    -0.001  0.     0.   
9  1  6  4  7  0  3  8  2,0.    0.005 0.    0.   
9  1  0  4  7  6  3  8  2, 0.     0.    -0.001  0.   
9  0  1  4  7  6  3  8  2,-0.001      0.         0.0497756  0.       
0  9  1  4  7  6  3  8  2,-0.01067454  0.          0.         -0.00874252
4  9  1  0  7  6  3  8  2,0.009995  0.0497756 0.        0.005    
4  9  1  3  7  6  0  8  2, 0.         -0.00197922  0.          0.        
9  7  1  4  0  6  3  8  2,0.         0.00501977 0.         0.        
4  9  1  7  0  6  3  8  2,-0.001  0.005  0.    -0.001
4  9  1  7  6  0  3  8  2,0.    0.    0.005 0.   
4  0  1  7  9  6  3  8  2,-0.00099505  0.          0.          0.        
4  9  1  7  8  6  3  0  2,0.         0.         0.005      0.08432339
4  9  1  7  8  6  3  2  0, 0.         -0.01438019 -0.01611536  0.        
4  9  1  7  8  0  3  2  6, 0.07447727 -0.001       0.          0.        
4  9  0  7  8  1  3  2  6,0.00501484 0.         0.         0.        
4  9  1  7  8  6  0  3  2,0.    0.005 0.    0.   
4  9  1  0  8  6  7  3  2,0.       0.009995 0.       0.      
0  9  1  4  8  6  7  3  2,-0.00099505  0.          0.         -0.001     
9  0  1  4  8  6  7  3  2,0.    0.    0.    0.005
9  1  0  4  8  6  7  3  2,-0.001  0.     0.     0.   
9  1  6  4  8  0  7  3  2, 0.     0.    -0.001  0.   
9  1  6  4  0  8  7  3  2,0.005 0.    0.    0.   
9  1  6  4  3  8  7  0  2,0.         0.         0.         0.00999995
9  1  6  4  3  8  7  2  0, 0.          0.009995   -0.00099505  0.        
9  1  6  4  3  0  7  2  8,-0.00099505  0.009995    0.          0.        
9  1  0  4  3  6  7  2  8,-0.00099505  0.         -0.001       0.        
9  0  1  4  3  6  7  2  8,0.009995 0.       0.       0.      
9  3  1  4  0  6  7  2  8, 0.009995   -0.00099505 -0.001      -0.001     
9  3  1  4  6  0  7  2  8, 0.    -0.001  0.005  0.   
9  3  0  4  6  1  7  2  8,0.005 0.    0.    0.   
9  3  1  0  4  6  7  2  8,-0.001  0.     0.     0.005
9  3  1  7  4  6  0  2  8,0.    0.005 0.    0.   
9  3  1  4  2  6  7  0  8, 0.         -0.00099505  0.          0.005     
9  3  1  4  2  6  7  8  0, 0.    -0.001  0.     0.   
9  3  1  4  2  0  7  8  6, 0.         -0.00099505  0.          0.        
9  2  3  4  1  0  7  8  6, 0.    -0.001  0.     0.   
9  2  0  4  1  3  7  8  6, 0.     0.    -0.001  0.   
9  0  2  4  1  3  7  8  6,0.    0.    0.005 0.   
0  9  2  4  1  3  7  8  6,-0.001  0.     0.     0.   
4  9  2  0  1  3  7  8  6,0.       0.       0.       0.009995
4  9  2  1  0  3  7  8  6,-0.001       0.005      -0.00099505 -0.001     
4  9  2  1  3  0  7  8  6,0.    0.    0.005 0.   
4  9  2  1  8  3  7  0  6,0.    0.005 0.    0.   
4  0  2  1  9  3  7  8  6, 0.     0.    -0.001  0.005
0  4  2  1  9  3  7  8  6,0.    0.    0.    0.005
4  2  0  1  9  3  7  8  6,0.005 0.    0.    0.   
4  2  3  1  9  0  7  8  6,0.    0.    0.005 0.   
4  2  3  1  0  9  7  8  6, 0.     0.    -0.001  0.   
4  2  3  0  1  9  7  8  6,0.       0.009995 0.       0.      
0  2  3  4  1  9  7  8  6,-0.00099505  0.          0.         -0.001     
2  0  3  4  1  9  7  8  6, 0.009995  0.        0.       -0.001   
2  3  0  4  1  9  7  8  6,0.    0.    0.005 0.   
2  1  3  4  0  9  7  8  6,-0.001      -0.00099505 -0.001      -0.001     
2  1  3  4  8  9  7  0  6, 0.     0.005 -0.001 -0.001
2  1  3  4  8  9  0  7  6, 0.    -0.001  0.     0.005
2  1  3  0  8  9  4  7  6,0.005 0.    0.    0.   
2  1  3  4  8  9  7  6  0,0.    0.    0.005 0.   
2  1  3  4  9  0  7  8  6,0.    0.    0.005 0.   
2  1  3  0  4  9  7  8  6, 0.    -0.001  0.     0.   
0  1  3  2  4  9  7  8  6,0.         0.         0.         0.07447727
1  0  3  2  4  9  7  8  6,-0.01878471  0.         -0.0133941  -0.02151381
9  8  5  2  4  6  7  1  0, 0.         -0.00298216 -0.00298216  0.        
9  8  5  2  4  6  7  0  1,0.         0.         0.         0.01498501
9  8  5  2  4  0  7  1  6,0.009995 0.005    0.       0.      
9  8  0  2  4  5  7  1  6, 0.     0.    -0.001  0.   
9  0  8  2  4  5  7  1  6,-0.001  0.     0.     0.   
9  4  8  2  0  5  7  1  6,0.         0.         0.         0.01000984
9  4  8  2  5  0  7  1  6, 0.0299251   0.         -0.00099505  0.        
9  4  8  2  5  6  7  1  0, 0.         -0.00491596 -0.00878671  0.        
9  4  8  2  5  6  7  0  1, 0.          0.         -0.001       0.03986028
9  4  8  2  5  6  0  7  1, 0.    -0.001  0.     0.   
9  4  8  0  5  6  2  7  1, 0.     0.     0.    -0.001
9  4  8  5  0  6  2  7  1,-0.001  0.     0.    -0.001
9  4  8  5  6  0  2  7  1,0.    0.    0.005 0.   
9  4  8  5  7  6  2  0  1,0.    0.    0.    0.005
9  4  8  5  7  6  2  1  0, 0.    -0.001  0.     0.   
9  4  8  5  7  0  2  1  6, 0.     0.    -0.001  0.   
9  4  8  5  0  7  2  1  6,0.005 0.    0.    0.   
9  4  8  5  1  7  2  0  6,0.    0.    0.005 0.   
9  4  8  5  1  7  0  2  6, 0.    -0.001  0.     0.   
9  4  8  0  1  7  5  2  6,0.       0.009995 0.       0.      
0  4  8  9  1  7  5  2  6,-0.00099505  0.          0.          0.009995  
4  0  8  9  1  7  5  2  6, 0.005       0.         -0.00099505  0.        
4  1  8  9  0  7  5  2  6,0.009995 0.       0.       0.      
4  1  8  9  2  7  5  0  6, 0.         -0.00099505  0.005       0.        
4  1  8  9  2  7  0  5  6,0.    0.005 0.    0.   
4  1  8  0  2  7  9  5  6,0.       0.009995 0.       0.      
0  1  8  4  2  7  9  5  6,-0.00099505  0.          0.          0.005     
1  0  8  4  2  7  9  5  6,0.    0.    0.    0.005
1  8  0  4  2  7  9  5  6,-0.001  0.     0.     0.   
1  8  7  4  2  0  9  5  6, 0.     0.    -0.001  0.   
1  8  7  4  0  2  9  5  6,0.009995 0.       0.       0.      
1  8  7  4  5  2  9  0  6, 0.         -0.00099505  0.005      -0.00199405
1  8  7  4  5  2  9  6  0, 0.       -0.001     0.009995  0.      
1  8  7  4  5  0  9  6  2,0.005      0.04482042 0.         0.        
1  8  0  4  5  7  9  6  2,-0.00874252  0.         -0.01438019  0.        
1  0  8  4  5  7  9  6  2,-0.00199405  0.         -0.00298212  0.07447727
0  1  8  4  5  7  9  6  2,0.         0.         0.         0.01507861
1  5  8  4  0  7  9  6  2,0.         0.00999995 0.         0.        
1  8  7  4  5  2  0  9  6, 0.    -0.001  0.     0.   
1  8  7  0  5  2  4  9  6, 0.     0.     0.    -0.001
1  8  7  5  0  2  4  9  6,0.       0.009995 0.       0.      
1  0  7  5  8  2  4  9  6,-0.00099505  0.         -0.001       0.        
0  1  7  5  8  2  4  9  6,-0.001  0.     0.     0.   
5  1  7  0  8  2  4  9  6, 0.     0.     0.    -0.001
5  1  7  8  0  2  4  9  6,0.    0.    0.    0.005
5  1  7  8  2  0  4  9  6,0.    0.005 0.    0.   
5  1  0  8  2  7  4  9  6, 0.     0.    -0.001  0.   
5  0  1  8  2  7  4  9  6,0.00999995 0.         0.         0.        
5  2  1  8  0  7  4  9  6, 0.         -0.00099505  0.01498501  0.        
5  2  1  0  8  7  4  9  6, 0.009995    0.          0.         -0.00198416
5  2  1  4  8  7  0  9  6, 0.         -0.00099505  0.         -0.00199405
5  2  1  4  8  7  9  0  6, 0.     0.     0.005 -0.001
5  2  1  4  8  7  9  6  0,0.       0.009995 0.       0.      
5  2  1  4  8  0  9  6  7,-0.00099505 -0.001       0.          0.        
5  2  0  4  8  1  9  6  7, 0.     0.    -0.001  0.   
5  0  2  4  8  1  9  6  7,-0.001      0.         0.0299251  0.       
0  5  2  4  8  1  9  6  7,-0.00687543  0.          0.         -0.00491596
4  5  2  0  8  1  9  6  7,0.        0.0299251 0.        0.       
5  8  2  4  0  1  9  6  7,0.        0.0050247 0.        0.       
9  3  4  2  1  8  5  7  0,0.       0.009995 0.       0.      
9  3  4  2  1  0  5  7  8,-0.00099505  0.009995    0.          0.        
9  3  0  2  1  4  5  7  8,-0.00099505  0.          0.005       0.        
9  0  3  2  1  4  5  7  8,0.009995 0.       0.       0.      
9  1  3  2  0  4  5  7  8,-0.001      -0.00099505  0.005       0.01498501
9  1  3  2  7  4  5  0  8,0.    0.005 0.    0.   
9  1  3  2  4  0  5  7  8,-0.00298216 -0.00396434 -0.00296734  0.        
9  1  3  2  4  8  5  7  0,0.         0.01498501 0.         0.        
9  1  0  2  4  3  5  7  8, 0.01997002  0.         -0.001       0.        
9  0  1  2  4  3  5  7  8,0.    0.    0.    0.005
9  1  3  0  2  4  5  7  8,0.       0.009995 0.       0.      
0  1  3  9  2  4  5  7  8,-0.00099505  0.          0.          0.009995  
1  0  3  9  2  4  5  7  8, 0.005       0.         -0.00099505 -0.001     
1  3  0  9  2  4  5  7  8,-0.001  0.     0.005  0.   
1  3  4  9  2  0  5  7  8,-0.001  0.005 -0.001  0.   
1  3  4  9  0  2  5  7  8,0.    0.    0.    0.005
1  3  4  9  2  8  5  7  0,0.    0.005 0.    0.   
1  2  3  9  0  4  5  7  8,0.    0.    0.    0.005
1  2  3  9  4  0  5  7  8,-0.001 -0.001  0.     0.   
1  2  0  9  4  3  5  7  8,0.005 0.    0.    0.   
1  2  3  9  4  8  5  7  0, 0.     0.    -0.001  0.   
1  2  3  9  4  8  5  0  7, 0.    -0.001  0.     0.   
1  2  3  9  0  8  5  4  7,0.       0.       0.009995 0.      
1  2  3  0  9  8  5  4  7, 0.005      -0.001       0.         -0.00099505
0  2  3  1  9  8  5  4  7,0.005 0.    0.    0.   
1  2  3  5  9  8  0  4  7,0.    0.    0.    0.005
1  2  3  5  9  8  4  0  7,0.       0.009995 0.       0.      
1  2  3  5  0  8  4  9  7,-0.00099505 -0.001       0.005       0.08923906
1  2  3  5  8  0  4  9  7,-0.01529208 -0.01888185 -0.0170109   0.        
1  2  3  5  8  7  4  9  0,0.         0.07940279 0.         0.        
1  2  0  5  8  3  4  9  7, 0.09905568  0.         -0.001       0.        
1  0  2  5  8  3  4  9  7,0.         0.         0.         0.00504437
1  0  3  5  2  8  4  9  7, 0.00505418  0.         -0.001       0.        
0  1  3  5  2  8  4  9  7,0.    0.    0.    0.005
1  2  3  0  5  8  4  9  7, 0.01498501 -0.001       0.          0.        
1  2  3  4  5  8  0  9  7, 0.         -0.00198416  0.         -0.00687543
1  2  3  4  5  8  9  0  7,0.        0.        0.0299251 0.       
0  2  3  1  5  8  4  9  7,0.0050099 0.        0.        0.       
2  1  8  3  4  9  7  5  0, 0.          0.01498501 -0.001       0.        
2  1  8  3  4  9  7  0  5,0.    0.    0.    0.005
2  1  8  3  4  0  7  5  9,-0.00198416  0.005       0.          0.        
2  1  0  3  4  8  7  5  9, 0.     0.    -0.001  0.   
2  0  1  3  4  8  7  5  9,0.    0.    0.005 0.   
0  2  1  3  4  8  7  5  9,0.005 0.    0.    0.   
3  2  1  0  4  8  7  5  9,0.       0.       0.       0.009995
3  2  1  4  0  8  7  5  9, 0.          0.         -0.00099505  0.005     
3  2  1  4  8  0  7  5  9,-0.001 -0.001  0.     0.   
3  2  0  4  8  1  7  5  9,0.005 0.    0.    0.   
3  2  1  4  8  9  7  5  0, 0.     0.    -0.001  0.   
3  2  1  4  8  9  7  0  5,0.    0.005 0.    0.   
3  2  1  4  0  9  7  8  5, 0.    -0.001 -0.001  0.   
3  0  1  4  2  9  7  8  5,0.005      0.         0.04482042 0.        
0  3  1  4  2  9  7  8  5,-0.00783401  0.          0.         -0.00874252
4  3  1  0  2  9  7  8  5,-0.001       0.03986028  0.          0.        
4  3  1  7  2  9  0  8  5,0.         0.00501977 0.         0.        
3  2  1  0  4  9  7  8  5, 0.    -0.001  0.     0.   
0  2  1  3  4  9  7  8  5, 0.     0.     0.    -0.001
2  0  1  3  4  9  7  8  5,-0.001      0.         0.         0.0596711
2  1  0  3  4  9  7  8  5,-0.01438019  0.         -0.01062064  0.        
2  4  1  3  0  9  7  8  5,-0.001       0.00500495  0.         -0.001     
2  4  1  3  9  0  7  8  5, 0.08923906 -0.00494048  0.005       0.        
2  4  1  3  9  5  7  8  0, 0.         -0.0170109  -0.01253901  0.        
2  4  1  3  9  5  7  0  8, 0.          0.         -0.001       0.06461143
2  4  0  3  9  1  7  8  5,0.02509287 0.         0.         0.        
2  4  1  3  9  5  0  7  8,0.         0.         0.         0.00502963
2  4  1  3  8  9  7  0  5,0.    0.005 0.    0.   
2  1  9  3  4  0  7  8  5,0.009995   0.06954682 0.         0.        
2  1  9  3  4  5  7  8  0, 0.         -0.00192515 -0.00199405  0.        
2  1  9  3  4  5  7  0  8,0.       0.       0.       0.009995
4  3  7  8  9  5  1  2  0, 0.     0.    -0.001  0.   
4  3  7  8  9  5  1  0  2, 0.     0.005 -0.001  0.   
4  3  7  8  9  5  0  1  2,0.    0.    0.    0.005
4  3  7  8  0  5  1  9  2,0.    0.    0.    0.005
4  3  7  8  5  0  1  9  2,0.009995 0.       0.       0.      
4  3  7  8  5  2  1  9  0, 0.         -0.00099505  0.009995    0.        
4  3  7  8  5  2  1  0  9, 0.          0.         -0.001      -0.00099505
4  3  7  8  5  2  0  1  9,0.    0.005 0.    0.   
4  3  7  0  5  2  8  1  9, 0.     0.     0.    -0.001
4  3  7  5  0  2  8  1  9,0.    0.    0.    0.005
4  3  7  5  2  0  8  1  9,-0.001  0.005  0.     0.   
4  3  7  5  2  9  8  1  0,0.    0.005 0.    0.   
4  3  0  5  2  7  8  1  9,0.    0.    0.005 0.   
4  0  3  5  2  7  8  1  9,0.005 0.    0.    0.   
4  2  3  5  0  7  8  1  9,0.009995 0.       0.       0.      
4  2  3  5  1  7  8  0  9, 0.         -0.00099505  0.005      -0.001     
4  2  3  5  1  7  8  9  0,0.    0.    0.005 0.   
4  2  3  5  1  7  0  8  9, 0.    -0.001  0.     0.   
4  2  3  0  1  7  5  8  9,0.       0.009995 0.       0.      
0  2  3  4  1  7  5  8  9,-0.00099505  0.          0.         -0.001     
2  0  3  4  1  7  5  8  9,0.005 0.    0.    0.   
2  1  3  4  0  7  5  8  9,0.         0.         0.         0.01997002
2  1  3  4  7  0  5  8  9,-0.00494061 -0.00591097 -0.00296734  0.        
2  1  3  4  7  9  5  8  0,0.         0.02495005 0.         0.        
2  1  0  4  7  3  5  8  9, 0.02495005  0.         -0.001       0.        
2  0  1  4  7  3  5  8  9,-0.001  0.     0.     0.   
2  7  1  4  0  3  5  8  9, 0.     0.    -0.001 -0.001
2  7  1  4  3  0  5  8  9, 0.    -0.001  0.005  0.   
2  7  0  4  3  1  5  8  9,0.005 0.    0.    0.   
2  7  1  0  4  3  5  8  9,0.005 0.    0.    0.   
2  7  1  5  4  3  0  8  9, 0.     0.     0.    -0.001
2  7  1  5  4  3  8  0  9, 0.    -0.001  0.     0.   
2  7  1  5  0  3  8  4  9, 0.     0.     0.    -0.001
2  7  1  5  3  0  8  4  9, 0.    -0.001  0.     0.   
2  7  0  5  3  1  8  4  9, 0.     0.    -0.001  0.   
2  0  7  5  3  1  8  4  9,0.005 0.    0.    0.   
2  3  7  5  0  1  8  4  9,0.    0.    0.005 0.   
2  3  7  0  5  1  8  4  9,-0.001  0.     0.     0.   
2  3  7  8  5  1  0  4  9,0.       0.       0.       0.009995
2  3  7  8  5  1  4  0  9, 0.         -0.001      -0.00099505  0.        
2  3  7  8  0  1  4  5  9,0.    0.    0.    0.005
2  3  7  8  1  0  4  5  9,0.    0.005 0.    0.   
2  3  0  8  1  7  4  5  9,0.       0.       0.009995 0.      
2  0  3  8  1  7  4  5  9, 0.005       0.          0.0596711  -0.00099505
0  2  3  8  1  7  4  5  9,-0.00783401  0.          0.         -0.01155094
8  2  3  0  1  7  4  5  9,0.         0.03986028 0.         0.005     
8  2  3  1  0  7  4  5  9, 0.         -0.001      -0.00096545  0.        
8  0  3  1  2  7  4  5  9,0.005 0.    0.005 0.   
0  8  3  1  2  7  4  5  9, 0.          0.          0.         -0.00099505
2  1  3  8  0  7  4  5  9,0.009995 0.       0.       0.      
2  1  3  8  5  7  4  0  9, 0.         -0.00099505 -0.001       0.        
2  1  3  8  5  7  0  4  9,0.       0.009995 0.       0.      
2  1  3  0  5  7  8  4  9,-0.00099505 -0.00199405  0.         -0.00298216
0  1  3  2  5  7  8  4  9,0.009995 0.       0.       0.      
2  1  3  5  0  7  8  4  9,0.005    0.       0.009995 0.      
2  1  3  5  4  7  8  0  9, 0.     0.     0.    -0.001
2  1  3  5  4  7  8  9  0,0.    0.005 0.    0.   
2  1  3  5  4  0  8  9  7, 0.    -0.001 -0.001  0.   
2  1  0  5  4  3  8  9  7,0.005 0.    0.    0.   
2  1  3  5  0  4  8  9  7, 0.    -0.001  0.     0.   
2  0  3  5  1  4  8  9  7,0.       0.       0.009995 0.      
0  2  3  5  1  4  8  9  7,-0.00199405  0.          0.         -0.00099505
5  2  3  0  1  4  8  9  7,-0.00199405  0.005       0.          0.009995  
5  2  3  8  1  4  0  9  7, 0.          0.00999995  0.         -0.001     
5  2  3  1  0  4  8  9  7,-0.001       0.         -0.00099505  0.        
5  2  3  8  1  4  9  0  7,0.         0.         0.00500495 0.        
5  2  3  1  9  4  8  0  7,0.       0.       0.009995 0.005   
5  2  3  1  9  4  0  8  7, 0.          0.          0.         -0.00198416
5  2  3  1  9  4  8  7  0, 0.    -0.001  0.     0.   
5  2  3  1  9  0  8  7  4, 0.    -0.001  0.005  0.   
5  2  0  1  9  3  8  7  4, 0.005  0.    -0.001  0.   
5  0  2  1  9  3  8  7  4,0.    0.    0.    0.005
5  2  3  1  0  9  8  7  4, 0.     0.    -0.001  0.   
5  2  3  0  1  9  8  7  4,-0.001  0.     0.     0.   
5  2  3  8  1  9  0  7  4,0.       0.       0.       0.009995
5  2  3  8  1  9  7  0  4, 0.         -0.001      -0.00099505  0.        
5  2  3  8  0  9  7  1  4, 0.     0.     0.    -0.001
5  2  3  8  9  0  7  1  4,0.01498501 0.         0.         0.        
5  2  3  8  9  4  7  1  0, 0.         -0.00198416 -0.00199405  0.        
5  2  3  8  9  4  7  0  1, 0.     0.005 -0.001  0.005
